weight	classification	source	location	subject	claim
ORDINARY	NO-SUBJECT	docstring	boltrig/models/execution_events.py:59		Typed bounded metadata;
ORDINARY	NO-SUBJECT	docstring	boltrig/models/execution_work_values.py:99		The irreducible digests naming one exact capability-attestation set.
ORDINARY	NO-SUBJECT	docstring	boltrig/models/familiar.py:25		Identity-only birth configuration;
ORDINARY	NO-SUBJECT	comment	boltrig/models/grants.py:163		A frequently-needed sentinel: grants nothing (fail-closed default).
ORDINARY	NO-SUBJECT	docstring	boltrig/models/hitl.py:1		Human-in-the-loop request/response contracts (S6.4, S7.6).
ORDINARY	NO-SUBJECT	comment	boltrig/models/hitl.py:23		fail-closed ``/v1/hitl/{id}/answer`` route, never by the approvals gate: an
ORDINARY	NO-SUBJECT	comment	boltrig/models/hitl.py:25		into a paused run, so the two must never be interchangeable (H1 / SEC-14).
ORDINARY	NO-SUBJECT	comment	boltrig/models/hitl.py:76		SEC-181: a secure QUESTION asks for a value the agent never sees.
ORDINARY	NO-SUBJECT	docstring	boltrig/models/libraries.py:1		The "fat library" record types (S6.2): adapters, skills, agent capabilities, workflow definitions, model endpoints, budgets.
ORDINARY	NO-SUBJECT	comment	boltrig/models/libraries.py:106		only ever added, never touched by a manifest apply.
ORDINARY	NO-SUBJECT	comment	boltrig/models/libraries.py:109		Soft-active flag: a deactivated capability is never returned by
ORDINARY	NO-SUBJECT	comment	boltrig/models/libraries.py:110		list_capabilities so select_capability can never route to it.
ORDINARY	NO-SUBJECT	comment	boltrig/models/libraries.py:169		only for a caller whose active workspace is this one (or org-wide), never for
ORDINARY	NO-SUBJECT	comment	boltrig/models/libraries.py:170		a caller in a DIFFERENT workspace.
ORDINARY	NO-SUBJECT	comment	boltrig/models/libraries.py:183		table, no writer, no trigger (that order, forbidden clause 4).
ORDINARY	NO-SUBJECT	comment	boltrig/models/libraries.py:24		tiers must not quietly sort after "expensive" while billing as "standard".
ORDINARY	NO-SUBJECT	docstring	boltrig/models/permanent_fleet.py:1		Typed desired/observed state for the permanent fleet hierarchy.
ORDINARY	NO-SUBJECT	docstring	boltrig/models/realtime_calls.py:1		Durable metadata and normalized events for realtime voice sessions.
ORDINARY	NO-SUBJECT	comment	boltrig/models/realtime_calls.py:53		gateway receives after media-token redemption.
ORDINARY	NO-SUBJECT	comment	boltrig/models/realtime_calls.py:58		durable so a browser reload cannot silently fall back to another agent or
ORDINARY	NO-SUBJECT	docstring	boltrig/models/registry.py:1		The noun / verb / binding registry models (S6.1).
ORDINARY	NO-SUBJECT	comment	boltrig/models/tenancy.py:148		own base_url is used - so an existing deploy is byte-for-byte unchanged.
ORDINARY	NO-SUBJECT	docstring	boltrig/models/work.py:1		The work item - the source-agnostic normalised unit of work (S6.3, P10).
ORDINARY	NO-SUBJECT	comment	boltrig/models/work.py:62		never authority: None / "cos" addresses the tier-1 chief of staff (the
ORDINARY	NO-SUBJECT	docstring	boltrig/observability/background_jobs.py:115		Summarize only the newest retained receipt for each job.
ORDINARY	NO-SUBJECT	docstring	boltrig/observability/background_jobs.py:29		Best-effort evidence write that can never change the janitor outcome.
ORDINARY	NO-SUBJECT	docstring	boltrig/observability/backup_status.py:11		Read only the sidecar's atomic epoch marker, never backup artifacts.
ORDINARY	NO-SUBJECT	comment	boltrig/observability/codex_admission.py:30		A two-line constant flip must never turn a quarantined receipt into a
ORDINARY	NO-SUBJECT	docstring	boltrig/observability/langfuse_sink.py:238		Build a fail-closed sink from env without requiring Langfuse at import time.
ORDINARY	NO-SUBJECT	comment	boltrig/skills/shelf.py:102		--- the shelf: descriptions only, never bodies (SEC-57 / FR-SKILL-01) ---
ORDINARY	NO-SUBJECT	comment	boltrig/store/background_jobs.py:333		/readyz has no caller principal by design, so there is no request
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:118		Observability-only rows feed stats;
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:139		caller cannot decide a read-then-write race.
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:140		one minted at claim and carried to the writing body, never one that body
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:150		"exactly-once": the two are not the same guarantee and never will be.
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:229		at each step boundary and stops BEFORE dispatching the next verb, never
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:233		terminal CANCELLED state, so a cancelled run is never resurrected.
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:255		caller that won the CAS, so a concurrent answer never gets clobbered.
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:267		query, before the clamped LIMIT, so the route never loads-then-filters a
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:326		memory), each floored at 0.
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:426		Caller-safe delivery lifecycle.
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:501		is kept APART from the user identity row (never in the User dataclass, so it
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:530		D2: one-time recovery-code HASHES (never the plaintext).
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:574		role can never be persisted.
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:592		never the authority: get_org_member re-checks the RLS-fenced org_members row for
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:594		never drifts.
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:615		(SchemaValidationError) so an invalid level can never be persisted, mirroring the
ORDINARY	NO-SUBJECT	comment	boltrig/store/base.py:70		see every row, and is never reachable from the /v1/work HTTP surface.
ORDINARY	NO-SUBJECT	docstring	boltrig/store/camera_memory.py:1		In-memory durable-shape implementation for camera bindings and leases.
ORDINARY	NO-SUBJECT	comment	boltrig/store/capabilities.py:83		opts into preserving a retired row so an ordinary edit cannot smuggle
ORDINARY	NO-SUBJECT	comment	boltrig/store/channel_outbox.py:196		claim_work_item): FOR UPDATE SKIP LOCKED so concurrent sidecars never
ORDINARY	NO-SUBJECT	comment	boltrig/store/channel_outbox.py:244		terminally failed (a poison message never hot-loops).
ORDINARY	NO-SUBJECT	comment	boltrig/store/channels.py:108		control_channel_ops._bind_channel), so an id-arbitrated upsert never
ORDINARY	NO-SUBJECT	comment	boltrig/store/channels.py:235		The PRIMARY KEY first, BEFORE anything is removed.
ORDINARY	NO-SUBJECT	comment	boltrig/store/distillation_reads.py:63		caught this - the in-memory tests never touch the pool).
ORDINARY	NO-SUBJECT	comment	boltrig/store/idempotency.py:130		twin, whose claim never awaits between its dict read and write, has no such
ORDINARY	NO-SUBJECT	comment	boltrig/store/idempotency.py:183		a claim we never wrote - but say so, loudly.
ORDINARY	NO-SUBJECT	comment	boltrig/store/idempotency.py:186		in fact FREE becomes a silently dropped idempotency guarantee.
ORDINARY	NO-SUBJECT	docstring	boltrig/store/integration_contract.py:53		Return exactly one active adapter connection;
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:1063		out-of-set role so it can never be persisted.
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:1100		level can never be persisted.
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:180		from the user identity row so the hash never rides in a User view/export.
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:209		-> the requester.
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:313		conditional write would compare a stored object against itself and always
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:314		agree.
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:373		A copy: the claimer must not hold the stored object, or its own
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:409		so the original requester is never overwritten.
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:479		consume_hitl: a concurrently answered request is never clobbered.
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:598		conversations are ever considered, so another user's thread can never
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:607		ILIKE '%%' semantics: a NULL title never matches, it can only
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:647		NOTHING): a replayed message id is a no-op, never a duplicate row.
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:666		is derived data, INSERTED here and never mutating any message row.
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:843		ever written back;
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:898		back;
ORDINARY	NO-SUBJECT	comment	boltrig/store/memory.py:927		returns False (fail-closed).
ORDINARY	NO-SUBJECT	comment	boltrig/store/observability_reads.py:33		so an item with a hatchet_run_id contributes ONLY that ref, never its id.
ORDINARY	NO-SUBJECT	comment	boltrig/store/password_resets.py:131		session revocation, and stale 2FA challenge deletion cannot split.
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:1698		workspace-role guard).
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:1724		Tenant-scoped: the WHERE binds tenant_id, so it can never return another
ORDINARY	NO-SUBJECT	docstring	boltrig/store/postgres.py:1747		Escape LIKE/ILIKE metacharacters so a user query is a pure substring match (US-CONV-10).
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:177		here, not per call: a database that never ran rls.sql has no such role,
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:178		and the fact cannot change without a deployment.
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:222		A SECOND path: with_tenant opens its own transaction and never
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:295		the in-memory store, so callers matching a workflow by id never see
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:308		re-recording of the same run never bumps its start time forward).
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:427		statement, FOR UPDATE SKIP LOCKED so concurrent claimers never block
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:488		re-request never overwrites the original requester.
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:532		CAS, so a concurrently answered request is never clobbered.
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:737		Seal before persisting: credential_refs.data is ALWAYS an envelope
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:738		(ciphertext), never plaintext (SEC-04).
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:806		[2026] VJS-COUNTY 4) message's content, so a superseded turn is never a live
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:913		is DERIVED data INSERTED here;
ORDINARY	NO-SUBJECT	comment	boltrig/store/postgres.py:945		One atomic transaction: a crash mid-purge cannot strand a conversation
ORDINARY	NO-SUBJECT	comment	boltrig/store/rls_pool.py:50		False when rls.sql was never applied, so this stays a no-op rather than
ORDINARY	NO-SUBJECT	docstring	boltrig/store/sealing.py:126		Seal a reference dict into its versioned envelope for at-rest storage.
ORDINARY	NO-SUBJECT	comment	boltrig/store/sealing.py:73		store layer may NOT import boltrig.config (SEC-54 stack boundary: config is an
ORDINARY	NO-SUBJECT	comment	boltrig/store/work_items.py:120		can only REMOVE rows from the already-scoped set - never resurrect a
ORDINARY	NO-SUBJECT	comment	boltrig/store/work_items.py:249		ONLY - never the hidden-alias subquery - so a filter can only NARROW
ORDINARY	NO-SUBJECT	comment	boltrig/store/work_items.py:250		the already-scoped, hidden-wins-deduped set, never widen it.
ORDINARY	NO-SUBJECT	comment	boltrig/work/store.py:22		cancelled run is never resurrected.
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/control_flow.py:249		Excess items beyond the canonical cap are never dispatched: recorded
ORDINARY	NO-SUBJECT	docstring	boltrig/workflows/control_flow.py:87		Evaluate a declarative comparison.
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/interpreter.py:150		step.
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/interpreter.py:185		entry is only seeded when no step claims the name (fail-closed to the
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/interpreter.py:186		author's graph, never shadowing it).
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/interpreter.py:192		a child (fail-closed: its data genuinely never arrived).
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/interpreter.py:235		resumed run;
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/interpreter.py:256		A step with a failure-lineage parent cannot run (fail-closed).
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/interpreter.py:279		cannot resolve.
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/interpreter.py:351		dispatch, many ways to record the outcome (never a second path).
ORDINARY	NO-SUBJECT	docstring	boltrig/workflows/interpreter.py:81		Order steps so every parent precedes its children (Kahn's algorithm).
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/library.py:212		itself guarantees depends on the executor - see
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/library.py:41		working copies, never runnable: excluded from get/match/trigger/execute so a
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/library.py:42		draft can never be selected, matched, or run.
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/loop_execution.py:162		graphon's default so a single loop cannot fan an unbounded number of
ORDINARY	NO-SUBJECT	docstring	boltrig/workflows/loop_execution.py:167		The loop's declared parallel window, clamped;
ORDINARY	NO-SUBJECT	docstring	boltrig/workflows/loop_execution.py:240		One loop-body clone under the walk's gates, for parallel iteration.
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/scheduler_loop.py:113		never change the outcome, and a failed write must not stall the loop.
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/scheduler_loop.py:94		due rows cannot make its own inaction look like there was nothing due.
ORDINARY	NO-SUBJECT	docstring	boltrig/workflows/step_execution.py:191		A held HITL gate is a pause, not a failure - the run can resume.
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/step_execution.py:292		COMPLETED prior record replays inside the kernel and never
ORDINARY	NO-SUBJECT	comment	boltrig/workflows/step_execution.py:357		Pauses are never retried and never strategy-absorbed: the
ORDINARY	NO-SUBJECT	compose	docker-compose.vm.yml:100		[/tmp]` from *app-hardening, and its rootfs is read_only, so it cannot
ORDINARY	NO-SUBJECT	compose	docker-compose.vm.yml:32		adapter then pins an address a v4-only container cannot route.
ORDINARY	NO-SUBJECT	compose	docker-compose.vm.yml:8		profile - the kernel then refuses to start rather than run an unproven sandbox
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:100		than folklore: a NON-ROOT container cannot hold CAP_SETUID at all.
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:116		survived intact.
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:117		to the API, or sideways to a sibling, and cannot exec a setuid binary
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:137		cell reaches a KNOWN slot path but cannot enumerate the set, and each slot is
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:176		Stack-owned Herdr state only;
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:181		Safe epoch marker only.
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:233		read_only, so it cannot create it and dies with
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:256		Reflection is the ONLY automatic memory writer in the stack: fleet/pump.py
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:262		subsystem that never records anything looks identical to one switched off.
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:269		BOLTRIG_REFLECT=1 in .env alone would always have worked.
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:287		Stack-owned OpenCode state only;
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:289		Stack-owned Browser Use CLI state only;
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:296		The worker serves no HTTP, so this cannot be a URL probe - but it does
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:351		This must not equal fleet-worker's browser root: both services start a
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:400		hatchet-lite required auth/session config (it refuses to boot without a
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:438		The Worker is the only first-party browser surface.
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:467		never routed through it (residency) - that goes to local-model.
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:512		Mount a local model cache so air-gapped boxes never reach the internet.
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:557		Development compatibility only;
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:590		Worker-authored channel provider config - it is never written here.
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:609		THIS image, never the kernel's or the Python gateway's).
ORDINARY	NO-SUBJECT	compose	docker-compose.yml:709		a local gateway.
ORDINARY	SUBJECT-EXTERNAL	comment	boltrig/adapters/base.py:100	disabled	``disabled`` is for one-time/bearer-secret results that must never be
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/adapters/builtin/channel_send.py:133	approval_notice	What the approver must be told before they approve (C3).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/adapters/builtin/channel_send.py:47	diversion	Kernel-side outbound delivery.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/adapters/builtin/script_base.py:66	argv	Run ``argv`` with an output cap and timeout termination.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/adapters/egress.py:227	httpx.AsyncClient	Return an ``httpx.AsyncClient`` whose TCP connections are pinned to an already-vetted IP (H2/SEC-61).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/adapters/loader.py:44	down	Load an adapter from ``module:factory``.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/api/bootstrap.py:401	codex_config	Construct and fully wire a Kernel (store, adapters, capabilities, invoker).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/api/logging_config.py:48	force	Install a root handler + formatter for this process.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/camera/cache.py:61	hardware_key	Return a local opaque binding, replacing it on hardware change.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/config/control_workflows.py:89	GENERATED	Save a non-runnable draft under the reserved id prefix (low-consequence).
ORDINARY	SUBJECT-EXTERNAL	comment	boltrig/config/manifest.py:178	APPROVAL_TIMEOUT_SECONDS_FLOOR	``APPROVAL_TIMEOUT_SECONDS_FLOOR`` and cannot resolve differently.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/config/spawn_rules.py:337	capability	Resolve one policy snapshot into effective skills/routing.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/emotion/tables.py:1	model.yaml	Load the emotion tables from ``libraries/emotion`` into engine dataclasses (EMO-5).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/emotion/tables.py:172	None	Load and validate the three emotion YAML tables, or ``None`` on ANY failure.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/anchor.py:68	DEFAULT_INTERVAL_SECONDS	The configured sweep interval (seconds), or :data:`DEFAULT_INTERVAL_SECONDS`.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/chat.py:364	cancelled	End a live chat turn's SSE stream cleanly on a server-side cancel ([2026] VJS-COUNTY 6, D5).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/codex_trusted_wall.py:49	BOLTRIG_CODEX_TRUSTED	Fail closed unless a lawful trusted-Codex posture holds (see module docstring).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/continuity.py:261	wrap_untrusted	Render the derived summary as a fixed, content-stable frame.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/domain/attested_assignment.py:37	attempt	Trusted facts; no binding, pin, attestation set, or set reference appears.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/hatchet_app.py:280	bootstrap	Build the Hatchet client + the three registered Boltrig tasks.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/infrastructure/cell_privilege.py:141	setuid	Empty the permitted, effective and inheritable sets via ``capset(2)``.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/infrastructure/cell_spawner.py:462	SCM_RIGHTS	Hand the pid and the three stdio descriptors back over the socketpair.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/infrastructure/codex_agent_runtime.py:286	agentMessage	The latest turn's assistant text, captured from the lifecycle stream.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/infrastructure/codex_cell_boundary.py:113	path	Ask the KERNEL whether our effective ids can write ``path``.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/infrastructure/codex_cell_boundary.py:292	execve	Refuse to run if any setuid/setgid binary survives in the image (J4).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/infrastructure/codex_model_proxy_server.py:254	function_call	Relay the upstream body, holding the ceiling and bridging the namespace.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/infrastructure/codex_read_only_phase.py:94	model_id	The read-only static profile compiled into the birth policy.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/infrastructure/codex_runtime_events.py:223	ThreadTokenUsage	Carry what the turn consumed onto the normalized event stream.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/infrastructure/codex_sandbox_engagement.py:63	refusal_detail	One proved statement that the sandbox refuses writes on THIS host.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/infrastructure/codex_trusted_proxy_support.py:152	pid_start_ticks	Read the child's real ``/proc`` identity (D3: observed, NOT SO_PEERCRED-attested).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/infrastructure/linux_peer_process_handle.py:87	SO_PEERPIDFD	Owned ``SO_PEERPIDFD`` result;
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/infrastructure/model_proxy_peer_listener.py:238	execve	Translate the ``@name`` argv convention into a real abstract name.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/infrastructure/model_proxy_peer_registry.py:115	max_cells	Bounded registry with durable logical-cell tombstones.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/infrastructure/model_proxy_tool_ceiling.py:367	name	The wire name of a Responses-API tool entry, or None if it has no name.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/model_gateway.py:162	disabled	The gateway's readiness `(status, reason)` when no probe is armed.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/ports/grant_leases.py:17	expected_authority	Durable atomic operations; implementations must never persist raw bearers.
ORDINARY	SUBJECT-EXTERNAL	comment	boltrig/fleet/prompt_stack.py:79	GOVERNANCE_FLOOR	is in ``GOVERNANCE_FLOOR``, which that lane never sent.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/pump.py:672	hierarchy.tier2	Build the live org (CoS + heads + pump) from the manifest hierarchy (P7).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/reflection.py:1	pump.py	Post-run reflection: one lesson per terminal work item, and its evidence.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/runtime.py:178	BOLTRIG_ENABLE_LEGACY_RUNTIMES	The deterministic fallback for a runtime Boltrig cannot provide.
ORDINARY	SUBJECT-EXTERNAL	comment	boltrig/fleet/turn_executor_compat.py:11	on_behalf_bearer	executor never chokes on an unexpected keyword).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/workers.py:136	fn	Await ``fn`` directly.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/workers.py:158	KeyError	Start the registered task on the engine without waiting (US-EXE-02).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/fleet/workers.py:72	KeyError	Run the registered task body INLINE (awaited here, US-EXE-05).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/identity/password_reset.py:42	False	Run a sync or async notifier and make an explicit ``False`` fail closed.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/app.py:146	id	The streamable-HTTP answer for one JSON-RPC message.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/audit.py:72	seq	The ONE key a row at ``seq`` is allowed to verify under.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/channel_notify.py:71	source_route	Enqueue one outbox row per (matching pref, resolved subject, bound channel).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/channel_policy.py:1	allowed_chats	Opt-in policy controls for channel intake.
ORDINARY	SUBJECT-EXTERNAL	comment	boltrig/kernel/channel_principal.py:26	self_onboard	channel's ``self_onboard`` config naming any other role is rejected fail-closed
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/channel_routes.py:193	subject	The EXACTLY-ONE pending HITL request addressed to ``subject`` whose work item's reply route is this channel+thread, else None: zero matches (nothing to answer) or several (ambiguous) both fall back to normal intake.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/dispatch.py:227	context.run_id	Publish a HITL pause to this run AND to the run that delegated to it.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/dispatch.py:307	question	Create a QUESTION HITL, emit a ``question`` run event, and pause the run (US-CHAT-12).
ORDINARY	SUBJECT-EXTERNAL	comment	boltrig/kernel/dispatch.py:425	result_summary	``result_summary`` keys (K-20), never the raw output.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/events.py:220	since	Yield events for a stream: the backlog first (re-attach), then live events until the stream is closed.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/familiar_phenotype_routes.py:1	boltrig.emotion	GET /v1/familiar/phenotype - the Worker surface's read of the emotion add-on.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/hands_registry.py:1	asyncio.Event	The pending desktop-command registry (decision 0016, DH-1).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/held_call.py:117	hitl_requests	Name the lane that will redeem an approval minted for THIS call, else None.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/held_call.py:359	paused	Retire a held call: drop the seal and mark its checkpoints spent.
ORDINARY	SUBJECT-EXTERNAL	comment	boltrig/kernel/platform_routes/observability.py:212	external_ref	never widen visibility.
ORDINARY	SUBJECT-EXTERNAL	comment	boltrig/kernel/questions.py:42	secure	``secure`` + ``purpose`` ask for a value the AGENT never sees (SEC-181): the
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/run_access.py:283	max_nodes	Reconstruct the durable subagent topology under a root run, or None.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/schema_diagnosis.py:172	properties	The failing field's NAME, taken from the schema path.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/schema_diagnosis.py:195	entities	Turn value-free findings into something a caller can act on.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/sensing_capability.py:196	None	Why presence cannot be turned on, or ``None`` when it can.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/sensing_capability.py:61	CAMERAD_HOLDS_DEVICE	One reason code per refusal, shared by the kernel, the daemons and the UI.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/kernel/sensing_policy.py:176	threshold	The kernel's record of the enrolled face.
ORDINARY	SUBJECT-EXTERNAL	comment	boltrig/kernel/sensing_policy.py:50	agentic.approval_posture	: same way it already refuses ``agentic.approval_posture``: a validated route
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/memory/projection_retry.py:1	projections.py	The inline fanout's bounded retry + outcome-row machinery (task #40).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/models/errors.py:251	opbox.add_comment	A gated verb was dispatched on a lane that could not redeem its approval.
ORDINARY	SUBJECT-EXTERNAL	comment	boltrig/models/errors.py:50	errors	CALLER-ONLY, and never audited.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/models/errors.py:75	entities	What the CALLER is told: enough to correct the call and retry.
ORDINARY	SUBJECT-EXTERNAL	comment	boltrig/models/libraries.py:28	stt	``stt`` and ``tts`` are separate so a transcription adapter can never be
