id	area	statement	status	evidence	invariant
BT-REQ-1641	SPEC-16-sdks-and-site	A client configured with `accessToken` omits cookies and reads no cookie CSRF token; a cookie client is unchanged; an explicit setting wins over both.	IMPLEMENTED	`sdks/web/tests/worker-contracts.test.ts:1002` `"a bearer client sends no cookie and reaches for no cookie CSRF token"`	-
BT-REQ-1642	SPEC-16-sdks-and-site	Every mutating request carries the `x-boltrig-csrf` double-submit header when a token resolves.	IMPLEMENTED	`sdks/web/tests/worker-contracts.test.ts:51` `"browser transport sends cookie credentials, CSRF"`	-
BT-REQ-1643	SPEC-16-sdks-and-site	Governed writes tolerate a non-2xx status so a 202 pending-human body reaches the caller as a value rather than an exception.	IMPLEMENTED	`sdks/web/src/client.ts:419` `tolerateStatus: true,`	-
BT-REQ-1644	SPEC-16-sdks-and-site	Every governed SDK method replays an approval through its own exact route with its exact body and the internal approval id.	IMPLEMENTED	`sdks/web/tests/worker-extension-contracts.test.ts:671` `"fixed governed SDK methods replay through their same route"`	-
BT-REQ-1645	SPEC-16-sdks-and-site	`streamChat` returns the `ChatQueued` body on HTTP 202 rather than raising.	IMPLEMENTED-UNTESTED	`sdks/web/src/client.ts:2596` `if (response.status === 202) return`	-
BT-REQ-1646	SPEC-16-sdks-and-site	`followConversation` resumes from a caller-supplied cursor, rejects a non-safe-integer cursor client-side, and treats HTTP 409 as an idle conversation rather than an error.	IMPLEMENTED	`sdks/web/tests/worker-contracts.test.ts:542` `"reports an idle active-run lookup without inventing a run"`	-
BT-REQ-1647	SPEC-16-sdks-and-site	A follow frame whose cursor regresses aborts the stream rather than replaying.	IMPLEMENTED-UNTESTED	`sdks/web/src/client.ts:572` `"Chat follow cursor regressed"`	-
BT-REQ-1648	SPEC-16-sdks-and-site	Heartbeat frames are dropped inside the SSE pump and never reach a consumer.	IMPLEMENTED	`sdks/web/tests/worker-contracts.test.ts:453` `"uses projected cursor frames and ignores heartbeats"`	-
BT-REQ-1649	SPEC-16-sdks-and-site	A malformed SSE frame terminates the web SDK's stream, because the pump parses each frame with an unguarded `JSON.parse`.	IMPLEMENTED-UNTESTED	`sdks/web/src/client.ts:2654` `onFrame(JSON.parse(data) as T);`	-
BT-REQ-1650	SPEC-16-sdks-and-site	The `ChatEvent` union has exactly twenty one members and `normalizeEvents` handles every one, listing the seven lifecycle-only frames explicitly so none is dropped by silence.	IMPLEMENTED	`sdks/web/tests/normalize.test.ts:113` `"steer frames are lifecycle, not turn content"`	-
BT-REQ-1651	SPEC-16-sdks-and-site	A `tool_result` is paired to its `tool_call` by `call_id`, falling back to the last pending entry with the same verb.	IMPLEMENTED-UNTESTED	`sdks/web/src/chatTurnNormalizer.ts:199` `const byId = ev.call_id`	-
BT-REQ-1652	SPEC-16-sdks-and-site	`subagent_end` settles the matching delegation node in place by `child_run_id`, and a settle for an unseen child is ignored rather than invented.	IMPLEMENTED	`sdks/web/tests/normalize.test.ts:104` `"a settle for an unseen child is ignored, not invented"`	-
BT-REQ-1653	SPEC-16-sdks-and-site	`message_end` carries no token usage, so no consumer can reconcile actual model spend from the stream.	IMPLEMENTED-UNTESTED	`sdks/web/src/types.ts:930` `"export interface ChatMessageEnd {"`	-
BT-REQ-1654	SPEC-16-sdks-and-site	The replay frames the kernel emits for an accepted duplicate message carry a `replay` flag and no `run_id`, neither of which the SDK's chat-event types declare.	IMPLEMENTED-UNTESTED	`boltrig/fleet/chat_idempotency.py:120` `conversation_id, "replay": True},`	-
BT-REQ-1655	SPEC-16-sdks-and-site	The browser display-object catalogue holds exactly the kinds the kernel catalogue holds.	IMPLEMENTED	`tests/unit/test_display_objects.py:93` `"test_kernel_and_browser_template_catalogues_cannot_drift"`	-
BT-REQ-1656	SPEC-16-sdks-and-site	`parseDisplayObject` returns null on any contract violation and never coerces an invalid envelope into a renderable one.	IMPLEMENTED	`sdks/web/tests/displayObjects.test.ts:2` `import test from "node:test";` (5 cases)	-
BT-REQ-1657	SPEC-16-sdks-and-site	Any `url`, `href` or `image_url` inside a display object must parse as an https URL with a hostname and no embedded credentials.	IMPLEMENTED-UNTESTED	`sdks/web/src/displayObjectValidation.ts:279` `return parsed.protocol === "https:" && Boolean(parsed.hostname)`	-
BT-REQ-1658	SPEC-16-sdks-and-site	A display-object envelope is refused beyond 65,536 encoded bytes, depth 6, 100 array items, 64 object keys or 32,768-character strings.	IMPLEMENTED-UNTESTED	`sdks/web/src/displayObjectValidation.ts:33` `const MAX_BYTES = 65_536;`	-
BT-REQ-1659	SPEC-16-sdks-and-site	`compileCapabilityForm` refuses 25 JSON Schema keywords, three reserved property names and any schema exceeding 100 fields or depth 5, returning a typed unavailable reason.	IMPLEMENTED	`sdks/web/tests/capability-invocation-contracts.test.ts:2` `"import { test } from"` (6 cases)	-
BT-REQ-1660	SPEC-16-sdks-and-site	Secret-shaped and open-map schema fields are refused with a stated reason rather than given an input seam.	IMPLEMENTED	`tests/security/test_invoke_finalization.py:132` `"secret-shaped fields require a purpose-built secure-input surface"`	SEC-WRK-28
BT-REQ-1661	SPEC-16-sdks-and-site	A capability output with no closed schema is hidden with an explicit reason rather than rendered generically.	IMPLEMENTED-UNTESTED	`sdks/web/src/capabilityInvocation.ts:658` `"has no closed output schema, so its payload"`	-
BT-REQ-1662	SPEC-16-sdks-and-site	A registry-supplied `pattern` is compiled to a browser `RegExp` and executed against user input with no complexity or length bound.	IMPLEMENTED-UNTESTED	`sdks/web/src/capabilityInvocation.ts:460` `!new RegExp(field.pattern).test(value)`	-
BT-REQ-1663	SPEC-16-sdks-and-site	`sanitizeFamiliarState` bounds every field independently, clamps non-finite numbers, maps unknown enum values to the calm default, and returns null only on a wrong envelope or a stale sequence.	IMPLEMENTED	`sdks/web/tests/familiar-state-contracts.test.ts:2` `"import { test } from"` (4 cases)	-
BT-REQ-1664	SPEC-16-sdks-and-site	The Familiar v2 renderer state carries nine phenotype scalars while the phenotype response type names ten, so `attachment` does not reach a renderer.	IMPLEMENTED-UNTESTED	`sdks/web/src/familiarState.ts:38` `"The ten server phenotype scalars"`	-
BT-REQ-1665	SPEC-16-sdks-and-site	`registerCharacter` validates the id grammar, the name, the blurb, the phenotype flag, the render function and every voice id, and refuses a duplicate id or a case-folded duplicate name.	IMPLEMENTED	`sdks/web/tests/character-contracts.test.ts:2` `"import { test } from"` (4 cases)	-
BT-REQ-1666	SPEC-16-sdks-and-site	A registered character is stored frozen, so a JavaScript add-in cannot mutate its id, name or render after validation.	IMPLEMENTED-UNTESTED	`sdks/web/src/characters.ts:270` `const registered = Object.freeze({`	-
BT-REQ-1667	SPEC-16-sdks-and-site	A throwing registry listener does not fail the registration that already committed.	IMPLEMENTED-UNTESTED	`sdks/web/src/characters.ts:281` `for (const listener of LISTENERS) {`	-
BT-REQ-1668	SPEC-16-sdks-and-site	The character registry is a module-level mutable singleton, so two module instances produce two independent registries.	IMPLEMENTED-UNTESTED	`sdks/web/src/characters.ts:200` `const REGISTRY = new Map<string, Character<never>>();`	-
BT-REQ-1669	SPEC-16-sdks-and-site	A character bundle carries no executable code: every field of the manifest is JSON.	IMPLEMENTED-UNTESTED	`sdks/web/src/characterBundle.ts:9` `"A BUNDLE CARRIES NO EXECUTABLE CODE."`	-
BT-REQ-1670	SPEC-16-sdks-and-site	A bundle asset path that is absolute or contains a `..` segment is refused rather than normalised, for the visual assets `assetRef` guards.	IMPLEMENTED-UNTESTED	`sdks/web/src/characterBundle.ts:192` `"is a refusal rather than something to"`	-
BT-REQ-1671	SPEC-16-sdks-and-site	`parseCharacterBundle` validates nine manifest fields and passes the remaining eight plus any unknown key through unchecked via the object spread.	IMPLEMENTED-UNTESTED	`sdks/web/src/characterBundle.ts:355` `"...manifest,"`	-
BT-REQ-1672	SPEC-16-sdks-and-site	`exportCharacterBundle` carries only the seventeen allow-listed fields out of an install, and a bundle's own `travels:false` outranks the caller's consent to export derived state.	IMPLEMENTED-UNTESTED	`sdks/web/src/characterBundle.ts:472` `const EXPORTABLE_BUNDLE_FIELDS = [`	-
BT-REQ-1673	SPEC-16-sdks-and-site	The enrolled face never travels in a bundle: it has no field in the manifest schema at all, so the exclusion is structural rather than a filtering step.	IMPLEMENTED-UNTESTED	`sdks/web/src/characterBundle.ts:479` `"THE ENROLLED FACE IS KERNEL DATA AND NEVER TRAVELS."`	-
BT-REQ-1674	SPEC-16-sdks-and-site	`bundleVoiceId` returns undefined when a bundle names no voice for a provider, and callers must not substitute another character's voice.	IMPLEMENTED-UNTESTED	`sdks/web/src/characterBundle.ts:393` `"never another character's voice"`	-
BT-REQ-1675	SPEC-16-sdks-and-site	`WORKER_INTEGRATION_CATALOGUE` is frozen presentation metadata whose every entry begins `uncertified`, and it is never a connection registry.	IMPLEMENTED	`sdks/web/tests/worker-contracts.test.ts:11` `"the reviewed Worker catalogue has forty explicit, uncertified entries"`	-
BT-REQ-1676	SPEC-16-sdks-and-site	The web SDK's source tree is compiled directly into the Worker through a `file:` dependency, a tsconfig path and two Vite aliases, all pointing at `src` rather than `dist`.	IMPLEMENTED-UNTESTED	`apps/worker/tsconfig.json:22` `["../../sdks/web/src/index.ts"]`	-
BT-REQ-1677	SPEC-16-sdks-and-site	The Worker image copies `sdks/web/src` into its build context rather than installing a published tarball.	IMPLEMENTED-UNTESTED	`apps/worker/Dockerfile:15` `COPY sdks/web/src ./sdks/web/src`	-
BT-REQ-1678	SPEC-16-sdks-and-site	164 Worker source files import the SDK, so an SDK source edit changes the Worker's typecheck, both its bundles and its image with no version bump.	IMPLEMENTED-UNTESTED	`apps/worker/package.json:24` `"file:../../sdks/web"`	-
BT-REQ-1679	SPEC-16-sdks-and-site	`make worker-quality` typechecks and bundles the web SDK source, which is the only automated check either SDK package receives.	IMPLEMENTED-UNTESTED	`Makefile:241` `worker-quality: worker-structure`	-
BT-REQ-1680	SPEC-16-sdks-and-site	No Makefile target and no CI workflow runs either SDK package's own test suite.	IMPLEMENTED-UNTESTED	`Makefile:446` `-a -f sdks/node/pnpm-lock.yaml`	-
BT-REQ-1681	SPEC-16-sdks-and-site	`sdks/web/src` is outside every structural ratchet: the Worker's 400-line file ceiling scans only `apps/worker/src`.	IMPLEMENTED-UNTESTED	`apps/worker/scripts/check-structure.mjs:21` `const SOURCE_ROOT = "apps/worker/src";`	-
BT-REQ-1682	SPEC-16-sdks-and-site	A third party embeds Boltrig by serving the Worker at a same-origin subpath behind a stripping proxy and framing it, not by using the web SDK.	IMPLEMENTED-UNTESTED	`docs/decisions/0030-agents-tab-built-on-web-sdk.md:52` `"sanctioned mechanism is the subpath mount this decision"`	SEC-WRK-05
BT-REQ-1683	SPEC-16-sdks-and-site	The Worker derives its API base from the document pathname when no absolute base is baked in, so a mounted console routes every `/v1` call back through the mount.	IMPLEMENTED-UNTESTED	`apps/worker/src/apiOrigin.ts:27` `export function mountPrefix(): string {`	-
BT-REQ-1684	SPEC-16-sdks-and-site	The UI-serving layers permit same-origin framing only: `X-Frame-Options: SAMEORIGIN` and `frame-ancestors 'self'`, on both the nginx image and the production Caddy edge.	IMPLEMENTED	`apps/worker/nginx.conf:24` `add_header X-Frame-Options "SAMEORIGIN" always;`	SEC-WRK-05
BT-REQ-1685	SPEC-16-sdks-and-site	An embedding host passes `?theme=light&embed=1` per page load, and neither value touches local storage or kernel settings.	IMPLEMENTED-UNTESTED	`apps/worker/src/theme.ts:53` `"per-load, never persisted"`	-
BT-REQ-1686	SPEC-16-sdks-and-site	The embed contract lives entirely in `apps/worker` and is exported by neither SDK.	IMPLEMENTED-UNTESTED	`apps/worker/src/theme.ts:73` `"opened with `?embed=1`"`	-
BT-REQ-1687	SPEC-16-sdks-and-site	The marketing site is a Next 16 static export served as files, with no Node runtime in production and no `headers()` configuration.	IMPLEMENTED-UNTESTED	`site/next.config.ts:7` `output: "export",`	-
BT-REQ-1688	SPEC-16-sdks-and-site	The marketing site consumes neither SDK: it declares no Boltrig dependency and imports none.	IMPLEMENTED-UNTESTED	`site/package.json:15` `"dependencies"`	-
BT-REQ-1689	SPEC-16-sdks-and-site	The site's `/console` page calls the kernel's `/v1/console/overview` and `/v1/hitl/{id}/respond` with hand-rolled fetches against an operator-supplied base.	IMPLEMENTED	`site/src/views/console/client.test.ts:14` `"joins API base and clamps the limit"`	-
BT-REQ-1690	SPEC-16-sdks-and-site	The site console never persists a bearer token: it stores only the API base and actively removes any stored token key.	IMPLEMENTED	`site/src/views/console/client.test.ts:26` `"persists the API base but never stores bearer tokens"`	-
BT-REQ-1691	SPEC-16-sdks-and-site	The site carries its own narrower copy of the console response contract with no drift guard against the SDK's.	IMPLEMENTED-UNTESTED	`site/src/views/console/types.ts:62` `export type ConsoleOverview = {`	-
BT-REQ-1692	SPEC-16-sdks-and-site	The site's `NEXT_PUBLIC_BOLTRIG_API_BASE` bypasses the validated environment schema and is documented nowhere.	IMPLEMENTED-UNTESTED	`site/src/views/console/client.ts:31` `process.env.NEXT_PUBLIC_BOLTRIG_API_BASE ?? ""`	-
BT-REQ-1693	SPEC-16-sdks-and-site	`site/src/lib/api-client.ts` and `site/src/lib/api/index.ts` are unreachable: static export forbids route handlers and nothing imports either module.	DEAD	`site/src/lib/api/index.ts:37` `export function handle<C extends RouteContext`	-
BT-REQ-1694	SPEC-16-sdks-and-site	The site's coverage thresholds are 1 to 2 percent, recorded deliberately as the true figures rather than a number picked to pass.	IMPLEMENTED	`site/vitest.config.ts:38` `lines: 1,`	-
BT-REQ-1695	SPEC-16-sdks-and-site	The site's strict lint cannot enforce its own stated no-`any` rule, because the config disables `@typescript-eslint/no-explicit-any`.	IMPLEMENTED-UNTESTED	`site/eslint.config.mjs:18` `"@typescript-eslint/no-explicit-any"`	-
BT-REQ-1696	SPEC-16-sdks-and-site	The site's product claims are pinned only by a six-group, five-item shape check and a four-phrase blocklist, and are outside the repository's Tier-0 claim inventory.	IMPLEMENTED	`site/src/data/features.test.ts:26` `"does not advertise known seams as active product behaviour"`	-
BT-REQ-1697	SPEC-16-sdks-and-site	The marketing site is delivered to `/srv/boltrig-marketing` by a host Caddy that is not in this repository, and no repository script performs the copy.	SEAM	`docs/DEPLOYMENT.md:96` `"the marketing site from `/srv/boltrig-marketing`"`	-
BT-REQ-1698	SPEC-16-sdks-and-site	Neither SDK carries a changelog, a semver policy or a deprecation process, so no stability promise is recorded in the tree.	IMPLEMENTED-UNTESTED	`sdks/web/PUBLISHING.md:77` `"Release receipt (VJS-ACT 6 s6)"`	-
BT-REQ-1699	SPEC-16-sdks-and-site	`docs/SDK-CONTRACT-from-opbox.md` remains the design brief for both SDKs and is stale on three counts: the `ui/` reference tree, the G1 and G2 gaps, and the G5 resume cursor.	IMPLEMENTED-UNTESTED	`docs/SDK-CONTRACT-from-opbox.md:496` `"G1. Per-user bearer never reaches the verb handler."`	-
BT-REQ-1700	SPEC-17-channels-and-calls	The channel gateway service lives outside the boltrig package and imports nothing from it.	IMPLEMENTED	[`services/channel_gateway/app.py:22`](../../../services/channel_gateway/app.py) `"SEVERED: this service is deliberately NOT part of the ``boltrig`` package and"`	SEC-28
BT-REQ-1701	SPEC-17-channels-and-calls	Browser-authored channel config rejects secret-like and deployment-topology keys at any depth.	IMPLEMENTED	[`boltrig/models/channel_providers.py:80`](../../../boltrig/models/channel_providers.py) `"_FORBIDDEN_CONFIG_FRAGMENTS = ("`	-
BT-REQ-1702	SPEC-17-channels-and-calls	A socket-class channel refuses an inline plaintext signing secret and accepts references only.	IMPLEMENTED	[`boltrig/config/control_channel_ops.py:100`](../../../boltrig/config/control_channel_ops.py) `"socket channels accept secret-store references only; plaintext is refused"`	-
BT-REQ-1703	SPEC-17-channels-and-calls	Every control.channel verb defaults to high consequence.	IMPLEMENTED	[`boltrig/config/control_compat_specs.py:23`](../../../boltrig/config/control_compat_specs.py) `consequence: str = "high",`	SEC-39
BT-REQ-1704	SPEC-17-channels-and-calls	A channel approval is bound to the channel's exact configuration revision.	IMPLEMENTED	[`boltrig/config/control_channel_approval.py:29`](../../../boltrig/config/control_channel_approval.py) `"def channel_configuration_revision(channel: Any) -> str:"`	-
BT-REQ-1705	SPEC-17-channels-and-calls	Both transport classes terminate at one signed intake route.	IMPLEMENTED	[`boltrig/kernel/channel_inbound_routes.py:224`](../../../boltrig/kernel/channel_inbound_routes.py) `"/v1/channels/{channel_id}/inbound",`	SEC-177
BT-REQ-1706	SPEC-17-channels-and-calls	A channel whose signing secret does not resolve refuses intake with 503 and mints nothing.	IMPLEMENTED	[`boltrig/kernel/channel_inbound_routes.py:82`](../../../boltrig/kernel/channel_inbound_routes.py) `return JSONResponse({"error": "channel_misconfigured"}, status_code=503)`	-
BT-REQ-1707	SPEC-17-channels-and-calls	A missing or mismatched signature is refused 401 before any tenant is bound.	IMPLEMENTED	[`boltrig/kernel/channel_inbound_routes.py:92`](../../../boltrig/kernel/channel_inbound_routes.py) `return JSONResponse({"status": "denied", "reason": "signature"}, status_code=401)`	SEC-01
BT-REQ-1708	SPEC-17-channels-and-calls	Which bytes the intake HMAC covers is decided by the signature header name.	IMPLEMENTED	[`boltrig/adapters/builtin/inbound_webhook.py:277`](../../../boltrig/adapters/builtin/inbound_webhook.py) `"if header_name == _BOLTRIG_SIGNATURE_HEADER:"`	SEC-01
BT-REQ-1709	SPEC-17-channels-and-calls	The boltrig-native scheme refuses a signed request that carries no timestamp.	IMPLEMENTED	[`boltrig/adapters/builtin/inbound_webhook.py:283`](../../../boltrig/adapters/builtin/inbound_webhook.py) `raise WebhookAuthError("signed webhook is missing its timestamp (replay protection)")`	SEC-66
BT-REQ-1710	SPEC-17-channels-and-calls	A platform-signed request whose raw body is unavailable fails closed.	IMPLEMENTED	[`boltrig/adapters/builtin/inbound_webhook.py:294`](../../../boltrig/adapters/builtin/inbound_webhook.py) `"if raw_body is None:"`	SEC-01
BT-REQ-1711	SPEC-17-channels-and-calls	A bound timestamp outside the 300 second replay window is refused despite a genuine signature.	IMPLEMENTED	[`boltrig/adapters/builtin/inbound_webhook.py:310`](../../../boltrig/adapters/builtin/inbound_webhook.py) `"if replay_window_seconds > 0 and ts is not None:"`	SEC-66
BT-REQ-1712	SPEC-17-channels-and-calls	Replay dedup is a durable atomic record-and-check keyed by tenant, channel and delivery id.	IMPLEMENTED	[`boltrig/store/channel_dedup.py:44`](../../../boltrig/store/channel_dedup.py) `"ON CONFLICT (tenant_id, channel_id, delivery_id) DO NOTHING"`	SEC-175
BT-REQ-1713	SPEC-17-channels-and-calls	A message carrying no stable delivery id is deduped by content hash inside a shorter window.	IMPLEMENTED	[`boltrig/adapters/builtin/inbound_webhook.py:120`](../../../boltrig/adapters/builtin/inbound_webhook.py) `"_CONTENT_SEEN_TTL_SECONDS = 300"`	SEC-175
BT-REQ-1714	SPEC-17-channels-and-calls	The tenant is bound for RLS only after the intake signature verifies.	IMPLEMENTED	[`boltrig/kernel/channel_inbound_routes.py:41`](../../../boltrig/kernel/channel_inbound_routes.py) `"set_current_tenant(channel.tenant_id)"`	SEC-08
BT-REQ-1715	SPEC-17-channels-and-calls	Declaring allowed_chats switches the channel into allowlist mode and an unknown chat fails closed.	IMPLEMENTED	[`boltrig/kernel/channel_policy.py:37`](../../../boltrig/kernel/channel_policy.py) `if "allowed_chats" not in config:`	SEC-195
BT-REQ-1716	SPEC-17-channels-and-calls	A verified sender becomes a Principal only through a tenant-scoped binding row.	IMPLEMENTED	[`boltrig/kernel/channel_principal.py:68`](../../../boltrig/kernel/channel_principal.py) `"binding = await store.get_channel_binding("`	K-13
BT-REQ-1717	SPEC-17-channels-and-calls	A channel principal's ceiling is the recorded tier's workspace ceiling and never a wildcard.	IMPLEMENTED	[`boltrig/kernel/channel_principal.py:76`](../../../boltrig/kernel/channel_principal.py) `"ceiling = WORKSPACE_ROLE_CEILINGS[_TIER_CEILING_ROLE[role]]"`	SEC-34
BT-REQ-1718	SPEC-17-channels-and-calls	A deactivated bound user's channel identity stops resolving immediately.	IMPLEMENTED	[`boltrig/kernel/channel_principal.py:79`](../../../boltrig/kernel/channel_principal.py) `if user.status != "active":`	SEC-34
BT-REQ-1719	SPEC-17-channels-and-calls	A bound user's current grants intersect the tier ceiling downward.	IMPLEMENTED	[`boltrig/kernel/channel_principal.py:81`](../../../boltrig/kernel/channel_principal.py) `"grants = current_grants_for_user(user).intersect(ceiling)"`	SEC-34
BT-REQ-1720	SPEC-17-channels-and-calls	An unbound sender is denied fail-closed unless the channel opts into ignore or pair.	IMPLEMENTED	[`boltrig/kernel/channel_inbound_routes.py:115`](../../../boltrig/kernel/channel_inbound_routes.py) `"status": "denied", "reason": "sender not paired"},`	K-13
BT-REQ-1721	SPEC-17-channels-and-calls	A pairing code rests only as sha256 and is returned to its author exactly once.	IMPLEMENTED	[`boltrig/config/control_channel_ops.py:279`](../../../boltrig/config/control_channel_ops.py) `code_hash=hashlib.sha256(code.encode("utf-8")).hexdigest(),`	SEC-05
BT-REQ-1722	SPEC-17-channels-and-calls	Pairing consumption enforces expiry, a constant-time compare, an attempts cap of five and a single-use CAS.	IMPLEMENTED	[`boltrig/kernel/channel_routes.py:343`](../../../boltrig/kernel/channel_routes.py) `"if not await kernel.store.consume_channel_pairing(channel.tenant_id, pairing.id):"`	-
BT-REQ-1723	SPEC-17-channels-and-calls	No principal may bind an external sender to a role ranked above its own.	IMPLEMENTED	[`boltrig/kernel/channel_routes.py:381`](../../../boltrig/kernel/channel_routes.py) `"status": "denied", "reason": "cannot bind a role ranked above your own"},`	SEC-102
BT-REQ-1724	SPEC-17-channels-and-calls	Self-serve onboarding is opt-in per channel and accepts only the member role.	IMPLEMENTED	[`boltrig/kernel/channel_routes.py:281`](../../../boltrig/kernel/channel_routes.py) `"if role not in SELF_ONBOARD_ROLES:"`	SEC-180
BT-REQ-1725	SPEC-17-channels-and-calls	Self-serve onboarding never mints a fresh identity over an existing binding.	IMPLEMENTED	[`boltrig/kernel/channel_routes.py:286`](../../../boltrig/kernel/channel_routes.py) `"# A binding EXISTS but resolved to no principal (an unknown tier, or a"`	SEC-180
BT-REQ-1726	SPEC-17-channels-and-calls	Self-serve onboarding is rate limited per channel before any binding is minted.	IMPLEMENTED	[`boltrig/kernel/channel_routes.py:66`](../../../boltrig/kernel/channel_routes.py) `ONBOARD_RL_PER_CHANNEL = RateLimit(per="minute", max=5, scope="verb")`	SEC-180
BT-REQ-1727	SPEC-17-channels-and-calls	A self-onboarded sender acts as a deterministic synthetic subject with no user record.	IMPLEMENTED	[`boltrig/kernel/channel_principal.py:31`](../../../boltrig/kernel/channel_principal.py) `"def self_onboard_subject(platform: str, external_user_id: str) -> str:"`	SEC-180
BT-REQ-1728	SPEC-17-channels-and-calls	Intake is rate limited per channel and per sender before any work item exists.	IMPLEMENTED	[`boltrig/kernel/channel_routes.py:60`](../../../boltrig/kernel/channel_routes.py) `INBOUND_RL_PER_CHANNEL = RateLimit(per="minute", max=120, scope="verb")`	SEC-67
BT-REQ-1729	SPEC-17-channels-and-calls	A configured thread ceiling narrows the resolved principal at intake.	IMPLEMENTED	[`boltrig/kernel/channel_inbound_routes.py:161`](../../../boltrig/kernel/channel_inbound_routes.py) `"principal = replace(principal, grants=principal.grants.intersect(ceiling))"`	SEC-195
BT-REQ-1730	SPEC-17-channels-and-calls	Malformed thread-ceiling policy data yields an empty grant set, never a wildcard.	IMPLEMENTED	[`boltrig/kernel/channel_policy.py:70`](../../../boltrig/kernel/channel_policy.py) `"return GrantSet.of([])"`	SEC-195
BT-REQ-1731	SPEC-17-channels-and-calls	Both intake ceilings are re-intersected at execution so a later item edit cannot widen authority.	IMPLEMENTED	[`boltrig/fleet/authority.py:107`](../../../boltrig/fleet/authority.py) `"for ceiling in (ceiling_from_item(item), creator_ceiling_from_item(item)):"`	SEC-195
BT-REQ-1732	SPEC-17-channels-and-calls	Channel addressing resolves one target in a fixed order and parks unassigned when nothing matches.	IMPLEMENTED	[`boltrig/kernel/channel_addressing_runtime.py:9`](../../../boltrig/kernel/channel_addressing_runtime.py) `UNASSIGNED_TARGET = "system:unassigned"`	SEC-178
BT-REQ-1733	SPEC-17-channels-and-calls	A per-message target is taken from the signed body after a slug shape check only.	IMPLEMENTED	[`boltrig/kernel/channel_addressing_runtime.py:34`](../../../boltrig/kernel/channel_addressing_runtime.py) `target = _clean_target(body.get("target"))`	SEC-178
BT-REQ-1734	SPEC-17-channels-and-calls	Authored channel addressing targets are validated against a caller-scoped catalogue.	IMPLEMENTED	[`boltrig/config/channel_addressing.py:191`](../../../boltrig/config/channel_addressing.py) `"async def validate_channel_addressing_config("`	SEC-178
BT-REQ-1735	SPEC-17-channels-and-calls	A workflow target is honoured before agent routing and an unknown workflow parks for a human.	IMPLEMENTED	[`boltrig/fleet/pump.py:354`](../../../boltrig/fleet/pump.py) `"Honor a"`	SEC-178
BT-REQ-1736	SPEC-17-channels-and-calls	A bound sender can answer a pending HITL request from the channel under the API's own eligibility.	IMPLEMENTED	[`boltrig/kernel/channel_routes.py:172`](../../../boltrig/kernel/channel_routes.py) `"async def _hitl_reply_response("`	SEC-179
BT-REQ-1737	SPEC-17-channels-and-calls	A plain channel reply answers only a sole pending QUESTION addressed to that sender in that thread.	IMPLEMENTED	[`boltrig/kernel/channel_routes.py:192`](../../../boltrig/kernel/channel_routes.py) `"if req is None or req.type != HITLType.QUESTION:"`	SEC-179
BT-REQ-1738	SPEC-17-channels-and-calls	A secure question can never be answered from a channel reply.	IMPLEMENTED	[`boltrig/kernel/channel_routes.py:208`](../../../boltrig/kernel/channel_routes.py) `"status": "denied", "reason": "secure questions use secure input"},`	SEC-181
BT-REQ-1739	SPEC-17-channels-and-calls	Every accepted channel work item carries a kernel-authored provenance stamp that replaces any caller value.	IMPLEMENTED	[`boltrig/work/channel_provenance.py:64`](../../../boltrig/work/channel_provenance.py) `"item.constraints.pop(CHANNEL_MESSAGE_PROVENANCE_KEY, None)"`	CHAN-PROV-01
BT-REQ-1740	SPEC-17-channels-and-calls	The public provenance projection omits every raw provider identifier.	IMPLEMENTED	[`boltrig/work/channel_provenance.py:96`](../../../boltrig/work/channel_provenance.py) `"Return the safe UI/API projection; never expose raw provider identities."`	CHAN-PROV-01
BT-REQ-1741	SPEC-17-channels-and-calls	channel.send is a high-consequence verb dispatched through the ordinary chokepoint.	IMPLEMENTED	[`boltrig/adapters/builtin/channel_send.py:190`](../../../boltrig/adapters/builtin/channel_send.py) `consequence="high",  # outbound: HITL by default (SEC-39)`	SEC-39
BT-REQ-1742	SPEC-17-channels-and-calls	The approver-only comment parameter never reaches the deliver seam.	IMPLEMENTED	[`boltrig/adapters/builtin/channel_send.py:209`](../../../boltrig/adapters/builtin/channel_send.py) `delivery = await self._deliver(ch, params["text"], params.get("target"))`	SEC-39
BT-REQ-1743	SPEC-17-channels-and-calls	The webhook-class outbound leg is IP-pinned and bound by the manifest network posture.	IMPLEMENTED	[`boltrig/adapters/builtin/channel_send.py:95`](../../../boltrig/adapters/builtin/channel_send.py) `"# SSRF (H2/SEC-61): pin the connection to the vetted IP so httpx cannot"`	SEC-61
BT-REQ-1744	SPEC-17-channels-and-calls	A socket-class send enqueues one durable outbox row whose payload carries no credential.	IMPLEMENTED	[`boltrig/adapters/builtin/channel_send.py:113`](../../../boltrig/adapters/builtin/channel_send.py) `"message = ChannelOutboxMessage("`	SEC-176
BT-REQ-1745	SPEC-17-channels-and-calls	A webhook channel with no outbound_url returns queued with no consumer at all.	IMPLEMENTED-UNTESTED	[`boltrig/adapters/builtin/channel_send.py:119`](../../../boltrig/adapters/builtin/channel_send.py) `return {"status": "queued", "transport": channel.transport}`	-
